"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1962179468489113897","Sun Aug 31 22:09:24 +0000 2025","0","@yorselves Allahuakbar. Padahal anak2 lain diluar sana juga kelaparan kesulitan pendidikan belum tentu bisa menikmati waktu belajar. Gila gila. Presiden tapi ngga punya pikiran. Jumawa banget mentang2 58%","1962276562071605668","","yorselves","in","","0","0","0","https://x.com/undefined/status/1962276562071605668","942825481",
"1962276543310549391","Sun Aug 31 22:09:19 +0000 2025","0","Keberanian Dinsos Natuna Mencoba Cara Baru Buat Hilangkan Batasan Ekonomi Di Dunia Pendidikan #SRPutusKemiskinan https://t.co/BIJf8r4c5f","1962276543310549391","https://pbs.twimg.com/media/GztoHGqbIAAxrPD.jpg","","in","","0","0","0","https://x.com/undefined/status/1962276543310549391","1481488619051565059",
"1962274857984610749","Sun Aug 31 22:02:38 +0000 2025","0","RUMAH HOOK 2 LANTAI DIJUAL Rumah ini lokasinya di perumahan yang dekat dengan rumah sakit fasilitas hiburan fasilitas pendidikan mulai dari SD sampai Universitas dan daerah kuliner di kota Madiun. Rumah ini ditawarkan dengan harga 825 Juta Hubungi 081329704466 https://t.co/btxjElupyn","1962274857984610749","https://pbs.twimg.com/media/GztmlXqaYAAbNMh.jpg","","in","","0","0","0","https://x.com/undefined/status/1962274857984610749","1783369780122296320",
"1962274332283170821","Sun Aug 31 22:00:32 +0000 2025","0","tolong kalo kalian udah ga tau tujuan kalian apa turun ke lapangan selain yang utama di dpr pulang aja.. efek kalian turun ga ada tujuan banyak bgt salah satunya pekerjaan yang diliburkan/cuti &amp; pendidikan yang terpaksa diliburkan dan belajar dari rumah","1962274332283170821","","","in","","0","0","0","https://x.com/undefined/status/1962274332283170821","1675518921557053440",
"1962266662456934522","Sun Aug 31 21:53:23 +0000 2025","0","@tanyakanrl Kota serang juga sama. Edaran dari dinas pendidikan kota buat pembelajaran dari hari ini-4 sept baru keluar jam 22.30.","1962272531987177480","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1962272531987177480","1444659854434394112",
"1962271584393335078","Sun Aug 31 21:49:38 +0000 2025","0","ngomongin kuliah artis aja ditawarin loncat langsung s2 gimana yang wapres tuh? secara diliat dari cara ngomong di publik aja kaya ga mengemban pendidikan tinggi","1962271586939265081","","kittyonenu","in","","0","0","0","https://x.com/undefined/status/1962271586939265081","1437185698667249664",
"1962271386166255634","Sun Aug 31 21:48:50 +0000 2025","0","sedang mendalami peran jadi orang yang tidur di hari Minggu sebagai lulusan S1 eh bangun di hari Senin pagi udah jadi lulusan S2. pendidikan bisa se sulapan itu ","1962271386166255634","","","in","","0","0","0","https://x.com/undefined/status/1962271386166255634","929724303699992576",
"1962049862914261048","Sun Aug 31 21:38:23 +0000 2025","2","@Puspen_TNI Naah ayo dounk Bpk TNI tangkap itu para provokator minimal kasih info ke pendemo siapa para penyusup biar bisa diberi pendidikan yg tepat","1962268758967525520","","Puspen_TNI","in","","0","0","0","https://x.com/undefined/status/1962268758967525520","894674906285170688",
"1962041459256807469","Sun Aug 31 21:36:49 +0000 2025","3","@bonkokob @tanyakanrl Tuh kan? Klo kurang literasi gampang kemakan hoax pendidikan rendah pasti bakalan dgn gampangnya digiring opininya seolah2 si Wowo kerjanya kompeten dan orang ‚baik . Ini nih tugas pemerintah jg utk ningkatin pendidikan di desa2 biar gak bodoh.","1962268363641471329","","bonkokob","in","","0","0","0","https://x.com/undefined/status/1962268363641471329","1444105691506020352",
"1962265638111682840","Sun Aug 31 21:26:00 +0000 2025","1","kondisi sekarang udah ranah pertikaian koalisi juga demo indonesia gelap/dana pendidikan yang harmless dan terkoordinasi aja dicap mahasewa ditunggangi dan segala macamnya oleh buzzer sementara akun2 tsb sekarang dukung bahkan menginisiasi serta taunting mahasiswa kemana? ","1962265641785888846","","inverskomposisi","in","","0","1","0","https://x.com/undefined/status/1962265641785888846","1233625219153055744",
"1962134285592268945","Sun Aug 31 21:22:34 +0000 2025","0","@tanyarlfes Lu dongo bener anj ini nih bukti kegagalan sistem pendidikan di Indonesia heran gw ama pacar lu pacaran ama orang oon pick me negara lagi kacau bisa dilihat dimana-mana dan elu masih ga ngerti juga emang dah kelewatan ketololan elu cocok jadi anggota DPR","1962264777172148281","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/1962264777172148281","1761574202707243008",
"1962264503154032758","Sun Aug 31 21:21:29 +0000 2025","1","Intinya hubungan itu harus setara. Bukan tentang ekonomi pendidikan dll. Tapi tentang keseriusan juga. Kan kasian kalau salah satunya untuk serius yang satunya untuk jalanin aja dulu.","1962264503154032758","","","in","","0","1","0","https://x.com/undefined/status/1962264503154032758","1792599958505615360",
"1962264414754857439","Sun Aug 31 21:21:08 +0000 2025","0","Dunia Pendidikan Butuh Inovasi Seperti Ini Supaya Gak Ada Lagi Anak Yang Tertinggal Ilmu #SRPutusKemiskinan https://t.co/BK9VUjZnfv","1962264414754857439","https://pbs.twimg.com/media/GztdFBub0AA-YT9.jpg","","in","","0","0","0","https://x.com/undefined/status/1962264414754857439","1692449728645214209",
"1962264036864929987","Sun Aug 31 21:19:38 +0000 2025","0","elu tolol dongo bego. Bukti kegagalan sistem pendidikan di Indonesia ini nih satu dongo aja bangga jancok","1962264036864929987","","","in","","0","0","0","https://x.com/undefined/status/1962264036864929987","1761574202707243008",
"1962237869038379249","Sun Aug 31 21:19:10 +0000 2025","1","@bleketetet Sistem pendidikan Indonesia tercabut dari kultur Indonesia akibat dari Pemerintah mengadopsi sistem pendidikan dari Luar. Bersyukur masih Ormas Islam NU dan Muhamadiyah konsisten. Akibatnya para Sarjana produk pendidikan pemerintah berpikir sekuler. Miskin rasa kemanusiaan","1962263921710321678","","bleketetet","in","","0","0","0","https://x.com/undefined/status/1962263921710321678","1825921155481612290",
"1962211405383516473","Sun Aug 31 21:09:26 +0000 2025","0","@narreth69 @SahroniNasdem Nilai ijazah SMP Ahmad Sahroni yang bocor menunjukkan rata-rata 6 termasuk mata pelajaran Pendidikan Moral Pancasila. Ini jadi sorotan setelah pernyataannya kontroversial dan penjarahan rumahnya. Menurut saya nilai masa lalu tak selalu ukur kompetensi sekarang tapi wajar jadi","1962261473444634646","","narreth69","in","","0","0","0","https://x.com/undefined/status/1962261473444634646","1720665183188922368",
"1962053826221113697","Sun Aug 31 21:08:50 +0000 2025","0","@regar_op0sisi @UGMYogyakarta Kesimpulan nya kelihatan nya seperti itu ya !!!!!! Pendidikan itu bukan untuk berbohong. #IndonesiaGelap","1962261318712561675","","regar_op0sisi","in","","0","0","0","https://x.com/undefined/status/1962261318712561675","1862119240867938304",
"1962247838114681047","Sun Aug 31 20:15:21 +0000 2025","0","taruh prioritas negara ini ke pendidikan supaya kalau mau mereka yang kalian salahin itu tidak bersikap kyk gini. kasih pemahaman ke masyarakat bukan cuma joget2 doang. kamu buat masyarakat gondok sampe segede kepalan tangan karena ulah2 kalian smua giliran mereka bereaksi kyk","1962247859421818973","","ghettoyouuuu","in","","0","1","0","https://x.com/undefined/status/1962247859421818973","1181061758066151429",
"1962247525299298593","Sun Aug 31 20:14:01 +0000 2025","0","gua sedih banget jujur ngeliat negara ini. sebagai orang yang ga mampu dalam finansial gua cukup merasakan susah nya pendidikan gratis di negara ini dan juga susah nya mendapatkan pekerjaan yang layak. jd kalau di tanya seberapa kecewa gua sangat amat kecewa.","1962247525299298593","","","in","","0","0","0","https://x.com/undefined/status/1962247525299298593","1489833482524459011",
"1962098086827979247","Sun Aug 31 19:59:19 +0000 2025","15","@nrfdlya_ @GoodRecom ya Allah pdhl rakyat kuliah ngorbanin ga cuma uang yg sgt byk tp jg waktu tenaga dan pikirann pdhl mereka org org yg harusnya cerdas dlm hal pendidikan supaya bisa menata negara dgn baik emg udh bobrok aja itu lembaga si","1962243825746972943","","nrfdlya_","in","","0","1","0","https://x.com/undefined/status/1962243825746972943","1499703080694468611",
